Title,Text,Summary
"‘Mangsho - The Meat’, a short film on the disturbing picture of politics amid lockdown",Did you know that Heath Ledger had asked director Shekhar Kapur to wake him up the morning he was found dead?,Did you know that Heath Ledger had asked director Shekhar Kapur to wake him up the morning he was found dead?
‘Haryana government plans to cut ambulance arrival time to 3 minutes’,"This story is from January 1, 2020

Representative image

CHANDIGARH: The average time of an ambulance to reach an accident spot is seven minutes in Haryana. The state government was working to bring this down to three minutes by mapping all ambulances, Haryana transport minister Mool Chand Sharma said on Tuesday. He has directed the health department to compile a data of private ambulances and make it available to the lead agency. He said every ambulance should have a standard format and data bank and exhaustive mapping of ambulances should be done.

Addressing officials during the ‘State Road Safety Council’ meeting here, the minister said level-I services should be provided by the trauma centre, hence the services provided by them should be periodically examined and mapping of private hospitals should also be done.

At the meeting, an action taken report of all the stakeholder departments regarding the decisions taken in the last meeting of the council held on July 9, 2019, was also presented. The minister said that in many places, due to non visibility of the road safety signage, many vehicles are driven on the wrong lane due to which many accidents happen.

Ensuring road safety was the responsibility of everyone and for this it was important to ensure that the necessary signage and boards related to speed limit and nearby trauma centers should be installed in such a way that they were visible from a distance, he added. He said that several signages should be installed on the roads, so that the commuters could be made aware as to where they had to take an accident victim for the treatment. The minister also directed the officers to stop illegal road cuts.

He said in 2020, the government had set a target of reducing the graph of road accidents and casualties. He directed the officials of Haryana State Industrial and Infrastructure Development Corporation to put signage and reflectors on the KMP expressway to reduce accidents .

","This story is from January 1, 2020Representative imageCHANDIGARH: The average time of an ambulance to reach an accident spot is seven minutes in Haryana.
The state government was working to bring this down to three minutes by mapping all ambulances, Haryana transport minister Mool Chand Sharma said on Tuesday.
He said every ambulance should have a standard format and data bank and exhaustive mapping of ambulances should be done.
The minister said that in many places, due to non visibility of the road safety signage, many vehicles are driven on the wrong lane due to which many accidents happen.
He directed the officials of Haryana State Industrial and Infrastructure Development Corporation to put signage and reflectors on the KMP expressway to reduce accidents ."
Student politics never interested me: Roshan Prince,"Campus politics , being an intriguing subject, garners good hype even among the apolitical lot, drawing in also the fence-sitters into the election fever. But for singer, actor and songwriter Roshan Prince , who holds two master's degrees, power-packed campus rajeenti was never the main agenda. Now, when Prince has done a film on campus politics, he has realised he had missed out on an important aspect. ""I have enjoyed my student days. But I was never interested in politics or works carried out by any party,"" he said. Prince, who comes from Banga in Punjab, did his master's in music and was a student at the faculty of music and fine arts, University of Delhi . The versatile guy used to be reserved during his campus days. Had he not been a singer-actor, he would have been teaching music.""I don't know why but political events failed to motivate me even though several political activities took place in front of me during the college time. But in my film Ik Sandhu Hunda Si , I got to learn more about what goes behind the politics. It's too deep a subject I must say,"" he said. We hear, Roshan visited campuses and even interacted with budding politicians to have a clear idea about the ground reality. And on those basis he prepared to play an onscreen buddy of a seasoned politician, played by Gippy Grewal in the film.","Campus politics , being an intriguing subject, garners good hype even among the apolitical lot, drawing in also the fence-sitters into the election fever.
But for singer, actor and songwriter Roshan Prince , who holds two master's degrees, power-packed campus rajeenti was never the main agenda.
Now, when Prince has done a film on campus politics, he has realised he had missed out on an important aspect.
But I was never interested in politics or works carried out by any party,"" he said.
Prince, who comes from Banga in Punjab, did his master's in music and was a student at the faculty of music and fine arts, University of Delhi ."
"Karnataka Cabinet: Even with 10 new ministers, swathes of Karnataka unrepresented in BS Yediyurappa cabinet","This story is from February 7, 2020

KC Narayanagowda with wife and daughter after he took oath

BENGALURU/HUBBALLI: Kalyana Karnataka and coastal Karnataka, the BJP’s stronghold in recent times, and the old Mysuru region have virtually gone unrepresented in chief minister BS Yediyurappa’s cabinet, despite threats and protests from a handful of legislators.

From Kalaburagi to Dakshina Kannada and from Davangere to Mysuru, 12 of the state’s 30 districts are not represented in the cabinet even after Thursday, when 10 new ministers joined the 17, who took oath in August. In a first, Bengaluru has the lion’s share with seven ministers out of 28 (including the CM).

Ahead of the expansion, more than 10 MLAs under Shorpur’s Narasimha Nayak (Raju Gouda) had exerted pressure on Yediyurappa to ensure fair representation to the backward districts of Kalyana Karantaka. But only Anand Singh (Vijayanagar constituency of Ballari district) was given a berth.

Amarnath Patil, president, Hyderabad Karnataka Chamber of Commerce and Industry, said the Dr Nanjundappa committee report had recommended at least eight MLAs from the region should be made ministers for it to develop. But the government has only two — Singh and Prabhu Chauhan from Bidar.

“In the absence of fair representation, most of our problems will remain unsolved. With only two representatives, it is not going to help overall growth of the region,” said Patil, while ruing the fact that the region — comprising six districts — lacks a strong voice.

A supporter of Gouda said Kalyana Karnataka has got a raw deal and urged the CM to consider at least three more MLAs during the next round of expansion. Failing this, he said, the BJP could suffer in future elections.

It’s not Kalyana Karnataka alone. The coastal districts of Udupi and Dakshina Kannada have no MLAs in the cabinet. Barring Muzrai minister Kota Srinivas Poojari from Udupi, who is a member of the legislative council, the two districts voted in as many as 11 BJP candidates of a total 12 constituencies.

“Fairness in district representation should be automatically considered by our senior leadership,” said S Angara, seven-time Sullia MLA. “While we representatives of Karavalli [coastal] districts understand political compulsions, we hope the leadership considers the need for fair district representation.”

As for old Mysuru, the BJP lacks MLAs from the region. However, Yediyurappa was expected to swear in at least one of three senior MLAs — SA Ramdas (Mysuru) and KG Bopaiah and Appachu Ranjan (Kodagu). The three had lobbied hard for a ministerial berth but to no avail.

","In a first, Bengaluru has the lion’s share with seven ministers out of 28 (including the CM).
“In the absence of fair representation, most of our problems will remain unsolved.
A supporter of Gouda said Kalyana Karnataka has got a raw deal and urged the CM to consider at least three more MLAs during the next round of expansion.
It’s not Kalyana Karnataka alone.
“Fairness in district representation should be automatically considered by our senior leadership,” said S Angara, seven-time Sullia MLA."
A shrewd political move by BJP: Opposition,"This story is from February 27, 2020

City MP Kirron Kher said she is specially requesting the administrator to approve the house decision to reduce... Read More

CHANDIGARH: The decision to revise water tariff is being seen as a shrewd political move, due to intense opposition of the public in this regard, said the opposition.

City MP Kirron Kher said she is specially requesting the administrator to approve the house decision to reduce the charges. “Charges must be reduced to give the relief to the people of the Chandigarh. I have been talking to the stakeholders in this regard and I am quite hopeful that Punjab governor and administrator UT will oblige by reducing the water tariff. People cannot be overburdened,” Kher said while talking to TOI.

UT adviser Manoj Parida said, “Since the MC’s general house has approved the revised charges, the matter will be discussed by the governor Punjab and administrator UT and he will take the final decision in this regard.”

Sources in the Bharatiya Janata Paraty (BJP) said the party realised that it did not understand how a hike in water tariff could affect common people before passing the same in December. With people opposing tooth and nail, the party functionaries realised their blunder and are trying to reverse the damage caused on Tuesday’s general house meeting, added the sources.

“It is a fact that we could not understand the agenda properly in December and after passing the agenda, we realised we have committed a huge mistake. Moreover, people have also started coming to us, objecting the same, which forced us to reduce the water tariff,” said BJP’s municipal councillor, pleading anonymity.

Meanwhile, Chandigarh Congress president Pradeep Chhabra questioning BJP’s president Arun Sood’s agenda to reduce the water tariff, said Sood must decide what his own role is before going to the MC house meeting. “BJP has attacked the freedom and autonomy of the MC. BJP councillors and president do not understand the working of administrative machinery either. First, burdening the people by taxing them, then, when people protest, it has become a habit of the BJP to try and cover up its wrong deeds. In this war for credit, the dignity of the MC’s house suffers,” Chhabra said.

","This story is from February 27, 2020City MP Kirron Kher said she is specially requesting the administrator to approve the house decision to reduce... Read MoreCHANDIGARH: The decision to revise water tariff is being seen as a shrewd political move, due to intense opposition of the public in this regard, said the opposition.
City MP Kirron Kher said she is specially requesting the administrator to approve the house decision to reduce the charges.
I have been talking to the stakeholders in this regard and I am quite hopeful that Punjab governor and administrator UT will oblige by reducing the water tariff.
Moreover, people have also started coming to us, objecting the same, which forced us to reduce the water tariff,” said BJP’s municipal councillor, pleading anonymity.
BJP councillors and president do not understand the working of administrative machinery either."
When art has politics at heart,"This story is from January 1, 2020

By Gowri Ramanarayan

CHENNAI: The 92-year-old violin maestro T N Krishnan performing a glorious concert on Christmas morning at the packed Madras Music Academy was by itself perhaps the most memorable moment of this music season. But just as you marvelled at the sweep of imagination and sighed over ""Sankarabharanam"", his strings broke into ""Jingle Bells"", wishing everyone a merry Christmas and a happy New Year. That is how, in these times of strife, a master musician reminded us of the values guaranteed by our Constitution.

The Christmas spirit pervaded the intimate ‘arangam’ space as well, where Bharatanatyam artist Geeta Chandran celebrated the birth of Christ with a lullaby to baby Krishna, and a Kabir poem about finding the garden of beauty within each of us. Not merely poignant ‘abhinaya’, but a message of peace.

Tradition, heritage, marabu, parampara — we know they are inextricable from the classical music and dance flooding Chennai sabhas in December. But it would be good to remember that this tradition, unmistakably identified with the Hindu faith, is not with blind hatred toward other beliefs. Nor does it remain static.

In the past, classicism did not mean imperviousness to socio-political currents. Several Old Madras musicians had risked imprisonment for sedition with ""nationalist"" songs against the British Raj, wore khadi, supported social reform, promoted Gandhian values and chanted ""Ishwar Allah tero naam"". M S Subbulakshmi continued to maintain this spirit as she intoned ""Bismillah ir-rahman ir-raheem"" with the same devotion she expressed in her ""Vishnu Sahasranamam"". D K Pattammal’s signature anthem spoke of peace and unity as Gandhi’s vision.

Though music and dance in free India have been more about structure and presentational methods to accommodate changing audience tastes, shifts in politics and society do affect performance. Certain age-old songs have been dropped or edited to match the mood of the times. A few performers have started avoiding compositions now seen as degrading women. Composer Gopalakrishna Bharati’s poignant songs extol the nobility of the outcaste Nandan, but a young Ashwath Narayanan or a Ramakrishnan Murthy follows the more recent practice of substituting neutral, universal terms like deenan (helpless) or ezhai (destitute) for the original words. A rare example was the replacing of ""andanar"" (brahmin) with ""maanudar"" (human being) in a Tamil hymn.

In dance recitals and dance dramas based on mythological grids, many old approaches seem ideologically out of date. The Surpanakha episode in the Ramayana can no longer be treated as a comic interlude as was done in the past. However, audiences can sometimes create new meanings with their ironic re-interpretations, as seen when ‘Kurmavartaram’ was staged at the Bharata Kalakshetra auditorium. Choreographed by Rukmini Devi, this classic depicts the story of how the gods lure the demons to join them in the struggle to extract the elixir which guarantees immortality. Disguised as a bewitching woman, Lord Vishnu tricks the demons out of their promised share.

The viewers were certainly moved by the devotional elements in this story of Vishnu’s avatar, and applauded the dynamic artists with gusto. But, paradoxically, they also saw the performance as a contemporary political allegory of exploitation, empathising with the demon victims than with the gods. In the same theatre, a spectacular ""Panchali Sapatham"" centre-staged the game of dice where the Pandavas lose everything to the Kauravas, including their queen. To the poet Subramania Bharati this was a chilling parable of India enslaved by the British. But to the viewers of today the episode became a gut-wrenching metaphor of their nation, and indeed the world, preyed by greed, megalomania and hatred.

The classical arts deploy metaphors and images, not slogans. Chennai’s Margazhi Utsavam indicates how some artists strive to employ those subtle tools to trigger an awareness of contemporary social problems and ethical dilemmas, to turn performance into a process of healing. They know that audiences are looking for art that lives and breathes in its time, not museumised spectacles. Aptly, Srinidhi Chidambaram’s Bharatanatyam recital ended with a ‘mangalam’ finale asking why faiths abandon love for oppression, and why hearts cannot co-exist in harmony as flowers do.

(The writer is a playwright and theatre director)

","That is how, in these times of strife, a master musician reminded us of the values guaranteed by our Constitution.
Tradition, heritage, marabu, parampara — we know they are inextricable from the classical music and dance flooding Chennai sabhas in December.
Though music and dance in free India have been more about structure and presentational methods to accommodate changing audience tastes, shifts in politics and society do affect performance.
In dance recitals and dance dramas based on mythological grids, many old approaches seem ideologically out of date.
They know that audiences are looking for art that lives and breathes in its time, not museumised spectacles."
Visiting British historian decodes politics of the suit,"This story is from February 27, 2020

Christopher Breward spoke at CSMVS on the history of Western fashion in art

Christopher Breward is acutely aware that he is wearing a T-shirt, relaxed Italian pants and trainers when he says he hates the term “business casual”. But he can’t help it. Besides being an “oxymoron” of a phrase, this annoyingly ambiguous corporate dress code also represents a “loss of trust” for this British cultural historian who has written an entire book on the history and politics of the suit. Along with “dress down Fridays”, “business casual” trigger in him the memory of a photograph from the world’s last big economic crisis in which employees in uber-fashionable London can be seen walking out of their establishment with cardboard boxes and without corporate staples of blazers and ties.

Still, you could be excused for describing what Breward, director of collection and research at the National Galleries of Scotland, was wearing during his recent lecture at the Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, as “business casual”. On more ostentatious days, the historian—who says he believes “people should wear what they like to express their identity”—tends to favour an understated, bespoke tuxedo, like the one designed by the revered late British fashion designer Alexander McQueen that Breward had received in barter for curating a British Council exhibition. “We needed a bespoke suit by McQueen, sadly no longer with us. He had done a line of suits for a tailor in Savile Row and a bespoke suit has to be made around a living body. So I said to the British Council, I can be the body around which the suit is made,” recalls the lithe 54-year-old, who was in the city to deliver a lecture on the history of Western fashion in art.

Back in the 1980s, casual eavesdropping at art galleries had shown Breward what art connoisseurs were really commenting on while looking at portraits: Clothes, hair and make-up. “I became interested in how fashion could unlock the secrets of meaning 300 years ago,” says Breward, adding now fashion houses have been funding research and exhibitions in recognition of its power to express the history of identity.

That’s how the timeless suit—which radiated patriarchy, masculinity, capitalism, power and even “subversion of authority” with immigrants in 1940s America wearing the high-waisted, tight-cuffed, wide-legged zoot suit to “own its power”—came to preoccupy Breward not too long ago. Contrary to what Indians like to believe, the suit may not have been a Western invention born in the European courts of Louis XIV or Charles II, Breward tells TOI. As a historian interested in the imports of colonialism, he tends to lean towards the theory that the attire may have had its origins in the 16th century Mughal courts of India.

","Besides being an “oxymoron” of a phrase, this annoyingly ambiguous corporate dress code also represents a “loss of trust” for this British cultural historian who has written an entire book on the history and politics of the suit.
“We needed a bespoke suit by McQueen, sadly no longer with us.
He had done a line of suits for a tailor in Savile Row and a bespoke suit has to be made around a living body.
So I said to the British Council, I can be the body around which the suit is made,” recalls the lithe 54-year-old, who was in the city to deliver a lecture on the history of Western fashion in art.
Contrary to what Indians like to believe, the suit may not have been a Western invention born in the European courts of Louis XIV or Charles II, Breward tells TOI."
Seven political parties write to President Kovind over labour law dilution,"Representational photo.

More on Covid-19

NEW DELHI: Accusing the Centre of diluting labour laws using the coronavirus pandemic as an excuse, seven political parties jointly wrote a a letter to President Ram Nath Kovind on Friday registering their protest over the issue.The workers are being treated as slaves, said the letter signed by CPM General Secretary Sitaram Yechury , CPI General Secretary D Raja, CPI (ML) General Secretary Dipankar Bhattarcharya, All India Forward Bloc General Secretary Debabrata Biswas, Revolutionary Socialist Party (RSP) General Secretary, Manoj Bhattacharya , RJD MP Manoj Jha and Viduthalai Chiruthaigal president Katchi Thol. Thirumavalavan.""Reducing them to this status is not merely a violation of the Constitution but its nullification,"" they said.Gujarat, Madhya Pradesh , Haryana, Himachal Pradesh , Rajasthan and Punjab have extended working hours from eight to 12 without amending the Factories Act.The parties raised a concern that the others states are likely to join this list.Uttar Pradesh has exempted factories, businesses, establishments and industries from the purview of all, but three labour laws and one provision of another Act for three years. The Madhya Pradesh government too announced exemption of all establishments from obligations under all labour laws for a period of thousand days.The parties said the Indian economy was already in a tailspin hurtling towards a recession even before the outbreak of this pandemic.The government has done little to help those who lost their livelihood. Fourteen crore workers have lost their jobs since the lockdown began, they said.""Diluting labour rights seems to be the logic employed by 'your government' at the centre and by some state governments, rather than concentrating on fighting the pandemic by augmenting our health facilities and protecting our doctors and health workers and taking care of the people's requirements,"" the letter stated.","Representational photo.
Thirumavalavan.
The Madhya Pradesh government too announced exemption of all establishments from obligations under all labour laws for a period of thousand days.The parties said the Indian economy was already in a tailspin hurtling towards a recession even before the outbreak of this pandemic.The government has done little to help those who lost their livelihood.
Fourteen crore workers have lost their jobs since the lockdown began, they said.
""Diluting labour rights seems to be the logic employed by 'your government' at the centre and by some state governments, rather than concentrating on fighting the pandemic by augmenting our health facilities and protecting our doctors and health workers and taking care of the people's requirements,"" the letter stated."
"Get involved in internal political processs in Afghanistan, US urges India","Representational photo.

The US asked India to get involved in the internal political process in Afghanistan, including looking at “proposals for different formulations that would include separate strands in Afghanistan”, even the Taliban.

Sources said this formed the core of the discussions between US special envoy, Zalmay Khalilzad and foreign minister S. Jaishankar , NSA Ajit Doval and foreign secretary Harsh Shringla in Delhi on Thursday.

The visit had a “level of urgency” — Khalilzad could have come later, but he chose to come all the way for a couple of hours, they said. The urgency comes from a perfect storm including a fraying peace deal, a political impasse within the Afghan government, increasing violence by the Taliban, and all in a time of a pandemic, destabilising Afghanistan further.

Sources said the US described India as a “major actor” with an important role in ensuring Afghanistan’s peace and development. “We need to remain part of the process if we want to contribute effectively to the process,” they said.

This would be the first time India has acknowledged that it should be part of the larger peace process inside Afghanistan. India has been squeamish about being part of a peace process which includes the Taliban as well as Pakistan in key roles, not wanting to give legitimacy to a terror group that continues to play to the Pakistani tune.

In their conversations, sources said the US wanted India to continue playing a “constructive role” in bringing about peace internally. By supporting the elected government in Kabul, India reckons it has built an equity that would have been elusive if India had joined the bandwagon early to reach out to the Taliban. At this point, India has more influence with the Ghani government than almost any other country, comparable with the US.

The attack on Sikh and Hindu minorities in Afghanistan in recent weeks has also sharpened India’s attention, particularly the fact that the attack on the Kabul gurdwara which killed 25 people was carried out by an LeT-Haqqani network combine, working closely with the ISKP — blowing to pieces Pakistan’s contention that the ISKP and Taliban are opposed to each other. The Haqqani network is a key component of the Afghan Taliban, with Sirajuddin Haqqani as the deputy head of Taliban.

Last week Khalilzad and Jaishankar held a phone conversation which Khalilzad described “I reached out to Indian External Affairs Minister Dr. S. Jaishankar yesterday to discuss the latest on the Afghan peace process. We talked about the urgency of resolving the internal political crisis and the importance of Afghan leaders forming an inclusive government.”

Meanwhile, government sources said India was transporting 75000 tons of wheat via Iran’s Chahbahar port to Afghanistan — “5000 tons were shipped last month and 10000 tons went on Thursday this week,” they said. India is also trying to send tea and sugar to Afghanistan.

","The US asked India to get involved in the internal political process in Afghanistan, including looking at “proposals for different formulations that would include separate strands in Afghanistan”, even the Taliban.
The visit had a “level of urgency” — Khalilzad could have come later, but he chose to come all the way for a couple of hours, they said.
Sources said the US described India as a “major actor” with an important role in ensuring Afghanistan’s peace and development.
This would be the first time India has acknowledged that it should be part of the larger peace process inside Afghanistan.
The Haqqani network is a key component of the Afghan Taliban, with Sirajuddin Haqqani as the deputy head of Taliban."
From pitch to politics: Iraq's new sports minister Adnan Dirjal,"Adnan Dirjal. (Twitter Photo)

BAGHDAD: Former Iraqi football star Adnan Dirjal swapped his studs for a suit this week when he was named the country's new youth and sports minister.

The slender and balding 60-year-old with a quick smile and sloping nose, who was one of Iraq's most prominent national captains, was one of the only recognisable names among 15 ministers approved by parliament on Thursday, after five months of stalemate over a new government.

The fresh cabinet, led by Prime Minister Mustafa Kadhemi, is mostly staffed with ex-ministers and technocrats -- so an all-star name like Dirjal stands out.

His renown appears to have exempted him from the sectarian horse-trading that usually shapes government appointments in Iraq -- Dirjal, a Shiite Muslim, was nominated to the post by a Sunni party.

""Captain Dirjal is above sectarian calculations,"" tweeted parliament speaker Mohammad al-Halbussi, Iraq's most senior Sunni official.

Accompanying the tweet was a grainy video from a 1982 match against South Korea in which Dirjal scored, sparking jubilant cries from the crowd.

But others point to Dirjal's cozy connections with government leaders and businessmen in the Gulf, where he has been based for the past 25 years, as political capital Iraq's Sunnis would be keen to exploit.

Dirjal launched his career in 1979, the same year Saddam Hussein came to power in a palace coup inside the ruling Baath party.

The defender played three seasons at Baghdad's most popular club Al-Zawraa before jumping to Al-Rasheed, owned by Saddam's son Uday, for five seasons starting in 1984.

Uday's reputation for violence included the alleged torture of footballers whom he deemed to have underperformed.

As captain, Dirjal led Al-Rasheed to win several cups and Iraqi league titles. He also played on the national team, helping it win the 1979 Gulf Cup and reach three Olympics.

The games continued through the bloody Iran-Iraq war, which swallowed up most of the 1980s and saw hundreds of thousands of young Iraqi men vanish on the battlefield.

The 1990s saw Iraq struggle under an international embargo -- but football carried on, one of the few sources of respite for an exhausted population.

Dirjal served as manager for the national team in the first few years of the blockade but left Iraq in 1995 for Qatar, where he coached several clubs.

In 2014, he gave up football management for television, working as a sports commentator for several Arab channels.

He returned to Iraq for the first time in 2018 hoping to lead the country's football federation, but his CV was deemed ""fraudulent"" and his bid disqualified.

The new government faces a laundry list of crises, including an oil price collapse, the coronavirus pandemic and brewing tensions between the country's main allies, Iran and the United States.

Dirjal, too, will inherit some tough challenges.

One controversy is over Iraq's Olympic Committee, which was dissolved by US-led occupation forces in 2003 because it was led by Uday Hussein.

The committee regrouped with new members and was active for 15 years, until the outgoing youth minister suddenly cancelled its 2018 membership elections.

The ministry claimed the committee's status was never properly re-established after 2003, adding that its finances should therefore be managed by the ministry.

It is one of a number of administrative hurdles Dirjal will have to face, but many believe the powerful symbolism around his career will play to his advantage.

""He'll work closely with the athletes, and that will help him resolve many problems and re-establish some stability in the world of sport,"" said Jazayir Sahlani, the executive director of Iraq's Olympic Committee.

Much hope is resting on Dirjal, but he seems up to the challenge: at a press conference in Baghdad in February, he was asked what the future of Iraqi football might be.

""We athletes want to be a part of the reforms in this country,"" he answered.

As minister, Dirjal will now finally have his shot.

","(Twitter Photo)BAGHDAD: Former Iraqi football star Adnan Dirjal swapped his studs for a suit this week when he was named the country's new youth and sports minister.
The fresh cabinet, led by Prime Minister Mustafa Kadhemi, is mostly staffed with ex-ministers and technocrats -- so an all-star name like Dirjal stands out.
His renown appears to have exempted him from the sectarian horse-trading that usually shapes government appointments in Iraq -- Dirjal, a Shiite Muslim, was nominated to the post by a Sunni party.
The committee regrouped with new members and was active for 15 years, until the outgoing youth minister suddenly cancelled its 2018 membership elections.
As minister, Dirjal will now finally have his shot."
Aurangabad Accident: Tamil Nadu political leaders condole deaths of 14 guest workers in Maharashtra,"Police officers examine the spot where a train ran over guest workers sleeping on the track in Aurangabad dist... Read More

CHENNAI: Political party leaders in Tamil Nadu on Friday condoled the deaths of 14 guest workers in Maharashtra . The workers were sleeping on a railway track in Gadhejalgaon village in Aurangabad district when they were mowed down by a goods train .

DMK president M K Stalin tweeted, “Pained and anguished to hear about the Aurangabad train accident. On behalf of DMK, I express my condolences for the loss of lives. I urge the Centre and the state governments to work together to help inter-state migrants reach their homes safely.”

“It is shocking to know that the guest workers from other states have been killed in Maharashtra,” tweeted PMK founder S Ramadoss. He said it was worrying that the deaths are happening in the month of May that is widely celebrated as the month of workers.

MDMK chief Vaiko said the workers were from Chhattisgarh and they slept off as they were tired walking to their native state. “Though the Centre has organised trains to take back many guest workers to their homes, better arrangements must be made to prevent such accidents,” he said in a statement.

","Police officers examine the spot where a train ran over guest workers sleeping on the track in Aurangabad dist... Read MoreCHENNAI: Political party leaders in Tamil Nadu on Friday condoled the deaths of 14 guest workers in Maharashtra .
The workers were sleeping on a railway track in Gadhejalgaon village in Aurangabad district when they were mowed down by a goods train .
DMK president M K Stalin tweeted, “Pained and anguished to hear about the Aurangabad train accident.
He said it was worrying that the deaths are happening in the month of May that is widely celebrated as the month of workers.
“Though the Centre has organised trains to take back many guest workers to their homes, better arrangements must be made to prevent such accidents,” he said in a statement."
Manipur: 'Nothing wrong with political science paper',"This story is from February 26, 2020

IMPHAL: Manipur education minister Thokchom Radheshyam on Tuesday defended the questions on the BJP symbol and negative traits of Nehru's approach to nation building, which were asked in the Class XII political science paper . ""The questions were asked from the syllabus,"" he said.

The two questions had created a furore among political circles, with opposition parties calling it ""an attempt to politicise education"" in the state.

The two questions - ""Draw the election symbol of the Bharatiya Janata Party "" and ""Examine any four negative traits of Nehru's approach to Nation Building"" - went viral on social media.

Earlier, the Council of Higher Secondary Education Manipur (COHSEM), which conducts the Manipur state board examination, said the two questions were set from the ""Party system in India"" chapter.

Responding to a question by Congress MLA Surjakumar Okram in the ongoing Budget session, Radheshyam said he discussed the matter with council authorities.

""There is nothing wrong with the two questions, as they were set from the syllabus of the subject,"" he said, adding, ""we need to educate (students) on politics and political parties"".

""This year, the students were asked to draw the election symbol of BJP. In another year, there could be a question on some other political party,"" the minister said.

On the question on Nehru's negative traits, the minister said there was nothing wrong with this question, since knowing the weakness and strength of past leaders would create room for rectification to bring about more development and make a strong nation.

""After learning from past mistakes, people can make a nation greater and turn it into a super power,"" the minister said, adding that giving some ideas of the past leader's mistakes is nothing offensive.

Surjakumar, while stating that the two questions are irrelevant and confusing, sought for a probe into the affairs of setting them and give grace marks to the students concerned.

","This story is from February 26, 2020IMPHAL: Manipur education minister Thokchom Radheshyam on Tuesday defended the questions on the BJP symbol and negative traits of Nehru's approach to nation building, which were asked in the Class XII political science paper .
The two questions had created a furore among political circles, with opposition parties calling it ""an attempt to politicise education"" in the state.
Earlier, the Council of Higher Secondary Education Manipur (COHSEM), which conducts the Manipur state board examination, said the two questions were set from the ""Party system in India"" chapter.
""There is nothing wrong with the two questions, as they were set from the syllabus of the subject,"" he said, adding, ""we need to educate (students) on politics and political parties"".
In another year, there could be a question on some other political party,"" the minister said."
Congress scrapped Sambal Yojna due to political animosity: Jyotiraditya Scindia,"BJP leader Jyotiraditya Scindia

BHOPAL: In a scathing attack on Congress party, former Union minister Jyotiraditya Scindia has said that the ambitious ‘Sambal Scheme' launched by the BJP government in 2018 was scrapped by the previous Congress government due to political animosity. He said the revival of the scheme would help poor and children.

“The chief minister's Sambal Yojana is for all poor people. The scheme was prepared for the welfare of common public but, the Congress government had scrapped the scheme due to political enmity. Chief minister Shivraj Singh ji has revived the scheme for the common people,"" said Scindia.

The BJP leader further said that under the scheme, government will bear the cost of education of poor students from class one to PhD (doctorate). ""Those who want to avail the benefit should encourage their children to study hard,"" he said.

Scindia also lauded the chief minister's announcement for the labourers, stating, “The welfare steps taken by chief minister Chouhan by introducing labour reforms will surely open new avenues and increase opportunities for employment and industries,"" said Scindia.

Sources said that Scindia is also monitoring relief measures in Gwalior-Chambal region amid Covid-19 crisis.

On Wednesday, he attacked Congress for blaming him on an issue where a tribal family was allegedly quarantined inside toilet in Raghogarh district.

""The reports published about tribal family quarantined inside a toilet comes under Raghogarh district and is not a part of my former Lok Sabha constituency (Guna). Please fact-check before pinning the blame. It is the former Lok Sabha constituency (Rajgarh) of Digvijaya Singh and the assembly of his son Jaivardhan,"" said Scindia.

""Nevertheless, I have requested the district administration to ensure that the family is taken care of,"" he added.

","BJP leader Jyotiraditya ScindiaBHOPAL: In a scathing attack on Congress party, former Union minister Jyotiraditya Scindia has said that the ambitious ‘Sambal Scheme' launched by the BJP government in 2018 was scrapped by the previous Congress government due to political animosity.
The scheme was prepared for the welfare of common public but, the Congress government had scrapped the scheme due to political enmity.
Chief minister Shivraj Singh ji has revived the scheme for the common people,"" said Scindia.
On Wednesday, he attacked Congress for blaming him on an issue where a tribal family was allegedly quarantined inside toilet in Raghogarh district.
""The reports published about tribal family quarantined inside a toilet comes under Raghogarh district and is not a part of my former Lok Sabha constituency (Guna)."
PMK says Anbumani Ramadoss raised 10 questions during zero hour,"This story is from December 27, 2019

Anbumani Ramadoss

CHENNAI: PMK Rajya Sabha MP Anbumani Ramadoss raised 10 questions during zero hour in the Upper House since early this year, party spokesman K Balu said in a statement apropos a TOI report on Wednesday. The government replied to four of Anbumani’s questions, the statement said.

TOI, in a report titled ‘Anbumani has worst attendance among TN MPs’, said that Anbumani had only 15% attendance (during this tenure), that he participated in only two debates; and did not pose any question or move any private member bill.

The PMK spokesman contested the point about raising questions. While it remains a fact that the MP did not raise questions during the question hour (TOI erred in not specifying question hour), the Rajya Sabha website records that four of his questions during zero hour were answered.

Balu said Ramadoss spoke during zero hour on four different issues – global warming, the Cauvery-Godavari inter-linking project, a separate budget for agriculture and additional fund allocation for higher education.

","This story is from December 27, 2019Anbumani RamadossCHENNAI: PMK Rajya Sabha MP Anbumani Ramadoss raised 10 questions during zero hour in the Upper House since early this year, party spokesman K Balu said in a statement apropos a TOI report on Wednesday.
The government replied to four of Anbumani’s questions, the statement said.
The PMK spokesman contested the point about raising questions.
While it remains a fact that the MP did not raise questions during the question hour (TOI erred in not specifying question hour), the Rajya Sabha website records that four of his questions during zero hour were answered.
Balu said Ramadoss spoke during zero hour on four different issues – global warming, the Cauvery-Godavari inter-linking project, a separate budget for agriculture and additional fund allocation for higher education."
